,0_n,0_p,1_n,1_p,2_n,2_p,3_n,3_p,4_n,4_p,5_n,5_p,6_n,6_p,7_n,7_p,8_n,8_p,9_n,9_p,10_n,10_p,11_n,11_p,12_n,12_p,13_n,13_p,14_n,14_p,15_n,15_p,16_n,16_p,17_n,17_p,18_n,18_p,19_n,19_p,20_n,20_p,21_n,21_p,22_n,22_p,23_n,23_p,24_n,24_p,25_n,25_p,26_n,26_p,27_n,27_p,28_n,28_p,29_n,29_p,30_n,30_p,31_n,31_p
20,ENSDARG00000086391,1.2774015213227722e-224,ENSDARG00000044935,0.0,ENSDARG00000104353,0.0,ENSDARG00000102249,0.0,ENSDARG00000056481,2.812270535523862e-264,ENSDARG00000026829,1.5988366542985885e-213,ENSDARG00000012066,2.5859669070857213e-202,ENSDARG00000003153,1.3877125052583373e-157,ENSDARG00000007385,6.603139764739703e-63,ENSDARG00000086374,2.7680963142626376e-77,ENSDARG00000021405,3.1187684350440852e-115,ENSDARG00000027078,4.021174782587591e-152,ENSDARG00000045399,1.2802551501185073e-302,ENSDARG00000054793,2.5012468539279407e-51,ENSDARG00000099918,5.3804508008116875e-137,ENSDARG00000086332,2.6424472656795187e-125,ENSDARG00000054864,7.627643454584752e-66,ENSDARG00000023217,0.0,ENSDARG00000057626,6.462388378900532e-59,ENSDARG00000026068,4.302527240476996e-160,ENSDARG00000005451,2.6655029794547327e-50,ENSDARG00000077721,7.392698211343277e-78,ENSDARG00000074201,5.308631298557812e-63,ENSDARG00000036754,8.263782811250089e-66,ENSDARG00000028889,9.529078960124711e-67,ENSDARG00000015495,7.304460591264429e-35,ENSDARG00000014898,1.524411635243738e-135,ENSDARG00000028327,6.2659427446867205e-133,ENSDARG00000039273,4.843178402022737e-41,ENSDARG00000037421,9.054727191150918e-27,ENSDARG00000086391,1.1272555147927391e-15,ENSDARG00000013522,7.565394184599122e-24
21,ENSDARG00000002732,7.252609058087532e-224,ENSDARG00000031795,0.0,ENSDARG00000053395,0.0,ENSDARG00000070043,0.0,ENSDARG00000056803,4.775787582777049e-249,ENSDARG00000023217,1.2341259030006447e-211,ENSDARG00000061436,4.319337720298679e-199,ENSDARG00000027803,2.53515794452744e-156,ENSDARG00000013475,1.7327607442534942e-62,ENSDARG00000056122,5.615895213636668e-76,ENSDARG00000057867,3.326662101666923e-111,ENSDARG00000029064,1.2967948742552456e-150,ENSDARG00000036239,9.249731850378424e-302,ENSDARG00000006399,4.0315892671373346e-50,ENSDARG00000033609,7.520418838763872e-135,ENSDARG00000012915,2.9996442113081994e-122,ENSDARG00000056481,2.131661453276226e-64,ENSDARG00000005586,0.0,ENSDARG00000086374,3.573544844587608e-52,ENSDARG00000005586,3.99730846242677e-149,ENSDARG00000069521,9.708437778514333e-49,ENSDARG00000010962,1.4788170870481494e-77,ENSDARG00000044613,5.945101264850876e-63,ENSDARG00000040971,1.790286592336327e-65,ENSDARG00000013044,2.7461558691214707e-66,ENSDARG00000086374,4.284468507506104e-34,ENSDARG00000055504,2.506953476632712e-135,ENSDARG00000070686,2.7679049526513408e-132,ENSDARG00000007804,1.7269973404452025e-40,ENSDARG00000026369,1.2343267560255514e-26,ENSDARG00000045676,1.2446646735330015e-15,ENSDARG00000026712,1.4364589809026618e-23
22,ENSDARG00000057626,6.9093706265570566e-220,ENSDARG00000105037,0.0,ENSDARG00000101637,0.0,ENSDARG00000076074,0.0,ENSDARG00000059323,1.4995914619504132e-244,ENSDARG00000053858,3.261007457245398e-205,ENSDARG00000022995,6.034287328796745e-189,ENSDARG00000039007,5.049523939044259e-154,ENSDARG00000098574,1.6347583133270607e-60,ENSDARG00000057910,3.211701325582024e-74,ENSDARG00000054864,1.4146640453578317e-109,ENSDARG00000036684,1.7900967144516788e-148,ENSDARG00000054980,3.7938493194006954e-299,ENSDARG00000017676,2.891465372228998e-49,ENSDARG00000098700,7.535193947685687e-135,ENSDARG00000039273,6.681319344309652e-120,ENSDARG00000014361,1.8180437946241675e-63,ENSDARG00000068262,0.0,ENSDARG00000015201,1.7224178674401353e-47,ENSDARG00000043081,3.0927586848570646e-146,ENSDARG00000074246,3.1976666015738644e-48,ENSDARG00000017676,4.3166733887516736e-76,ENSDARG00000062479,1.406024068905432e-62,ENSDARG00000013016,9.041033881562336e-65,ENSDARG00000035918,4.262868176295476e-65,ENSDARG00000071345,1.108224017854825e-33,ENSDARG00000100729,5.959865900083001e-134,ENSDARG00000037281,4.291996394182607e-132,ENSDARG00000075549,3.09855824366009e-40,ENSDARG00000053194,1.6490875863189534e-26,ENSDARG00000098443,1.431837205739262e-15,ENSDARG00000102105,3.9644793995559753e-23
23,ENSDARG00000102100,6.559245269234374e-217,ENSDARG00000013075,0.0,ENSDARG00000016484,0.0,ENSDARG00000059337,0.0,ENSDARG00000020618,1.4560184743318054e-242,ENSDARG00000012450,1.2032097094681543e-201,ENSDARG00000000796,3.3605209662463114e-183,ENSDARG00000025554,4.45773607751604e-150,ENSDARG00000036754,1.0222995379899884e-59,ENSDARG00000015343,1.7483348946660394e-72,ENSDARG00000006514,4.89618760099377e-107,ENSDARG00000045888,5.458222969536825e-148,ENSDARG00000014013,1.8158344729063851e-298,ENSDARG00000053194,6.942847418061417e-45,ENSDARG00000031164,1.5297638548574278e-134,ENSDARG00000008884,4.3089795729020166e-119,ENSDARG00000023766,5.746106289274727e-60,ENSDARG00000038154,0.0,ENSDARG00000069360,1.2172890853210709e-45,ENSDARG00000029587,7.001015929987046e-142,ENSDARG00000040192,1.38271833146243e-46,ENSDARG00000003584,1.1062215083217112e-74,ENSDARG00000071345,5.73842251307321e-62,ENSDARG00000070161,2.2432659506917484e-61,ENSDARG00000058597,7.076599304373778e-62,ENSDARG00000041391,9.632613744388835e-33,ENSDARG00000096668,1.4321395243582995e-131,ENSDARG00000004470,7.345531009143394e-132,ENSDARG00000086374,4.228082484354891e-40,ENSDARG00000041065,3.6000638708830104e-26,ENSDARG00000010784,1.5070364510202166e-15,ENSDARG00000008735,5.0002382560468874e-23
24,ENSDARG00000086374,8.494550997213938e-217,ENSDARG00000016484,0.0,ENSDARG00000015851,0.0,ENSDARG00000045372,0.0,ENSDARG00000078059,1.988068815120177e-231,ENSDARG00000075014,2.6293142668194026e-191,ENSDARG00000069048,1.9777618442297904e-181,ENSDARG00000026369,5.8974022058529e-148,ENSDARG00000056122,8.367057871368717e-59,ENSDARG00000069361,9.482966727924954e-72,ENSDARG00000001873,1.7736663762301413e-104,ENSDARG00000036329,1.0347117423225334e-146,ENSDARG00000012820,6.941871532788085e-295,ENSDARG00000033609,7.358613012295509e-45,ENSDARG00000103483,1.0800981741852873e-132,ENSDARG00000056178,6.49508788297296e-119,ENSDARG00000069360,8.507177488565434e-58,ENSDARG00000057598,0.0,ENSDARG00000024465,1.2542005130875116e-45,ENSDARG00000093549,3.533429954569298e-132,ENSDARG00000104413,3.588206398424518e-46,ENSDARG00000043465,4.077418180151062e-74,ENSDARG00000057626,7.662898504696222e-62,ENSDARG00000053656,9.639937822694847e-61,ENSDARG00000007294,3.350808866675011e-61,ENSDARG00000059298,1.1806343486858007e-31,ENSDARG00000042824,4.52270934614023e-131,ENSDARG00000025977,4.735026987691314e-129,ENSDARG00000058226,1.1355724555285872e-38,ENSDARG00000019765,1.873242093780817e-25,ENSDARG00000041078,2.0906040400350453e-15,ENSDARG00000053858,4.2301139062907335e-22
25,ENSDARG00000037618,3.311825177268587e-211,ENSDARG00000014898,0.0,ENSDARG00000013075,0.0,ENSDARG00000035858,0.0,ENSDARG00000035631,9.60683427661898e-231,ENSDARG00000027529,4.60462247008978e-185,ENSDARG00000020298,4.058779701759861e-181,ENSDARG00000031164,6.759168308357465e-145,ENSDARG00000070828,1.8657888696259436e-58,ENSDARG00000008735,1.9014487567349302e-71,ENSDARG00000087457,4.820482325626527e-100,ENSDARG00000019404,3.9811428816630044e-145,ENSDARG00000033175,1.848306718590026e-294,ENSDARG00000098280,5.751496288338895e-42,ENSDARG00000056085,4.928302303299354e-127,ENSDARG00000075549,7.117912986172708e-115,ENSDARG00000005586,1.16735719203834e-56,ENSDARG00000020625,0.0,ENSDARG00000043287,6.379116634274475e-45,ENSDARG00000088091,4.558251870780629e-131,ENSDARG00000031388,7.542582729466634e-46,ENSDARG00000041065,1.883070790741916e-72,ENSDARG00000056178,1.174342618260437e-61,ENSDARG00000056085,2.2995168835292378e-60,ENSDARG00000098700,6.656485441656557e-61,ENSDARG00000036820,6.281953645927318e-31,ENSDARG00000022788,4.582994045459925e-130,ENSDARG00000014013,1.7314672997499037e-127,ENSDARG00000087457,9.123667452939099e-38,ENSDARG00000071345,2.7031994297047163e-25,ENSDARG00000037618,2.6737972306876807e-15,ENSDARG00000045618,4.2849646862547e-22
26,ENSDARG00000075549,7.833952834108283e-211,ENSDARG00000045874,0.0,ENSDARG00000041051,0.0,ENSDARG00000010434,0.0,ENSDARG00000022340,2.8959906639798794e-220,ENSDARG00000007377,9.357253880615796e-182,ENSDARG00000039273,1.0889099449006942e-177,ENSDARG00000036784,1.2519908228986428e-143,ENSDARG00000002131,3.977491000177014e-58,ENSDARG00000040890,6.308057186703181e-71,ENSDARG00000041065,9.951331389997789e-98,ENSDARG00000031164,1.2218867201216609e-144,ENSDARG00000013075,3.9514161768780886e-292,ENSDARG00000054864,1.347475297508879e-41,ENSDARG00000100515,3.3286302109538134e-126,ENSDARG00000062479,9.265879959582543e-113,ENSDARG00000005560,2.6856415448777624e-53,ENSDARG00000038010,0.0,ENSDARG00000041108,6.562098739643254e-44,ENSDARG00000045180,7.951033000687884e-130,ENSDARG00000005220,5.191849362831594e-45,ENSDARG00000013741,6.819006685404904e-65,ENSDARG00000039273,2.6530770300270213e-59,ENSDARG00000055009,5.906456446832228e-60,ENSDARG00000042644,1.9735448368972895e-60,ENSDARG00000044613,1.3649897021211755e-29,ENSDARG00000060041,1.8928400036753122e-128,ENSDARG00000045888,4.3104414732719206e-127,ENSDARG00000104110,5.0096916887648917e-36,ENSDARG00000020625,7.290330608241179e-25,ENSDARG00000071437,3.2876561099720063e-15,ENSDARG00000070844,4.766404713879043e-22
27,ENSDARG00000044613,7.595481054208866e-207,ENSDARG00000016871,0.0,ENSDARG00000037281,0.0,ENSDARG00000103980,0.0,ENSDARG00000069090,3.7812081504845145e-219,ENSDARG00000088040,1.0165157639764297e-175,ENSDARG00000088040,6.805648768048949e-173,ENSDARG00000032639,2.097262523358976e-143,ENSDARG00000039208,8.855079354904685e-56,ENSDARG00000018953,2.0916991514754246e-70,ENSDARG00000055009,3.520370344023053e-95,ENSDARG00000089836,2.013028138184066e-144,ENSDARG00000104227,3.6579251172395833e-286,ENSDARG00000038559,5.32712992743502e-41,ENSDARG00000008383,4.2374291917175716e-124,ENSDARG00000039757,4.174751367879756e-111,ENSDARG00000038743,3.817940475485413e-53,ENSDARG00000045364,0.0,ENSDARG00000076554,1.119525235893734e-42,ENSDARG00000089877,1.4697148473308422e-125,ENSDARG00000022340,1.1618483110473485e-44,ENSDARG00000041397,6.419901939268775e-61,ENSDARG00000007130,9.210532919191448e-59,ENSDARG00000028546,1.1139870519092619e-57,ENSDARG00000019332,5.541117892277337e-57,ENSDARG00000057626,9.137824194731917e-29,ENSDARG00000063341,2.9502802509929185e-125,ENSDARG00000052011,1.960697464680042e-126,ENSDARG00000053858,5.513649783479906e-36,ENSDARG00000012016,7.509839795525577e-25,ENSDARG00000086374,3.9254909324299894e-15,ENSDARG00000069464,1.4010553282879499e-21
28,ENSDARG00000041078,4.3206554229836506e-203,ENSDARG00000053395,0.0,ENSDARG00000042725,0.0,ENSDARG00000027078,0.0,ENSDARG00000013628,5.567705944634958e-219,ENSDARG00000086374,1.6355304363084234e-161,ENSDARG00000086374,9.618807953669467e-172,ENSDARG00000054172,3.1786157415623634e-142,ENSDARG00000025977,2.377778240113786e-55,ENSDARG00000045132,3.853667095712301e-70,ENSDARG00000100020,2.750554451778148e-94,ENSDARG00000090462,3.4826527335189085e-143,ENSDARG00000068820,1.0828235664902939e-282,ENSDARG00000069361,7.343287349767464e-41,ENSDARG00000004261,8.498265757139382e-124,ENSDARG00000098700,1.2120550971924457e-110,ENSDARG00000038306,6.825937564672151e-51,ENSDARG00000044612,0.0,ENSDARG00000052010,1.6687241874138592e-41,ENSDARG00000103980,1.615428604290057e-125,ENSDARG00000009350,2.446099994114088e-43,ENSDARG00000104413,9.19506224988975e-61,ENSDARG00000012016,1.3891013281652058e-57,ENSDARG00000071426,3.071969104033865e-55,ENSDARG00000103101,3.73198066884121e-55,ENSDARG00000037421,1.0664785485191322e-28,ENSDARG00000057691,1.0940365785315404e-124,ENSDARG00000091656,1.95855702636104e-124,ENSDARG00000037618,4.339700619293711e-35,ENSDARG00000075549,1.0324769329780015e-24,ENSDARG00000015495,5.3507454988538605e-15,ENSDARG00000025375,3.786737940145651e-20
29,ENSDARG00000087457,5.343380951229546e-199,ENSDARG00000032129,0.0,ENSDARG00000055504,0.0,ENSDARG00000058062,0.0,ENSDARG00000051957,6.660878625483688e-219,ENSDARG00000024314,2.9243731122589796e-159,ENSDARG00000017676,3.666400134736381e-171,ENSDARG00000020015,1.2080337679422843e-141,ENSDARG00000014569,4.8270244734665676e-52,ENSDARG00000069099,6.01293905608895e-70,ENSDARG00000068036,7.710218405734046e-93,ENSDARG00000079688,1.239082361550437e-140,ENSDARG00000101637,2.957196870051923e-282,ENSDARG00000069521,8.55167277778662e-41,ENSDARG00000057626,7.93370187814573e-116,ENSDARG00000041078,2.348814798246618e-109,ENSDARG00000056138,3.3271309274845986e-49,ENSDARG00000007377,0.0,ENSDARG00000053404,2.0139377888162198e-39,ENSDARG00000054451,5.953949302656053e-124,ENSDARG00000033609,4.791754721935869e-42,ENSDARG00000043635,3.7959803287074336e-59,ENSDARG00000087457,2.4128358276797323e-57,ENSDARG00000002131,1.4774074639888487e-54,ENSDARG00000038028,7.138261503391313e-55,ENSDARG00000056178,1.5398894928636787e-28,ENSDARG00000023151,2.2079724093791967e-124,ENSDARG00000041051,2.8246786861706437e-124,ENSDARG00000015495,4.949312207317584e-33,ENSDARG00000104702,1.0590890179208915e-24,ENSDARG00000087457,6.036867373675068e-15,ENSDARG00000044540,4.368853972958175e-20
30,ENSDARG00000074989,9.47373242607711e-199,ENSDARG00000054980,0.0,ENSDARG00000044402,0.0,ENSDARG00000059367,0.0,ENSDARG00000039601,8.609500276582523e-219,ENSDARG00000006029,1.9905472149184804e-157,ENSDARG00000007804,6.55144983550843e-168,ENSDARG00000052712,4.415608976017249e-141,ENSDARG00000055129,6.786942756552799e-52,ENSDARG00000056583,1.1323329001200165e-68,ENSDARG00000042319,3.824986887607308e-92,ENSDARG00000010717,5.807184981744572e-137,ENSDARG00000044431,8.720295516128309e-273,ENSDARG00000068125,2.4742587135683936e-40,ENSDARG00000093448,1.3455265939340978e-115,ENSDARG00000087693,5.715256411719086e-107,ENSDARG00000007294,7.672864073922031e-49,ENSDARG00000095019,0.0,ENSDARG00000006915,4.384538165718444e-39,ENSDARG00000099281,1.7819830950467825e-122,ENSDARG00000008224,2.851549262891919e-41,ENSDARG00000071345,5.418707682126146e-59,ENSDARG00000104708,3.34553170562475e-57,ENSDARG00000074201,3.4689266503322184e-54,ENSDARG00000062479,1.4673115481318888e-54,ENSDARG00000059070,4.350060809339867e-27,ENSDARG00000076486,3.3223604953881755e-119,ENSDARG00000045874,1.144862753065584e-120,ENSDARG00000093549,1.1248782030877196e-32,ENSDARG00000037000,1.559370672540028e-24,ENSDARG00000061436,1.1049300220827929e-14,ENSDARG00000104726,1.7743651660203753e-19
